placeholder,wordNumber,tocflLevel,wordSimplified,wordTraditional,wordPinyin,wordType,wordTranslation
,,5,侵蚀,侵蝕,qīnshí ,(VA),erosion
,,5,侵袭,侵襲,qīnxí ,(VA),invade
,,5,钦佩,欽佩,qīnpèi ,(VS),admiration
,,5,琴,琴,qín ,(N),piano
,,5,勤奋,勤奮,qínfèn ,(VS),diligent
,,5,青春,青春,qīngchūn ,(N),youth
,,5,青翠,青翠,qīngcuì ,(VS),gorgeous
,,5,青蛙,青蛙,qīngwā ,(N),frog
,,5,清澈,清澈,qīngchè ,(VS),clear
,,5,清洁,清潔,qīngjié ,(VS),clean
,,5,清静,清靜,qīngjìng ,(VS),quiet
,,5,清廉,清廉,qīnglián ,(VS),honest
,,5,清幽,清幽,qīngyōu ,(VS),quiet
,,5,清扫,清掃,qīngsăo ,(VA),cleaning
,,5,倾向,傾向,qīngxiàng ,(N),tendency
,,5,轻薄,輕薄,qīngbó ,(VS),light
,,5,轻蔑,輕蔑,qīngmiè ,(VS),contemn
,,5,轻易,輕易,qīngyì ,(Adv),easily
,,5,情报,情報,qíngbào ,(N),information
,,5,情操,情操,qíngcāo ,(N),sentiment
,,5,情妇,情婦,qíngfù ,(N),mistress
,,5,情节,情節,qíngjié ,(N),plot
,,5,情景,情景,qíngjǐng ,(N),scene
,,5,情侣,情侶,qínglǚ ,(N),couple
,,5,情趣,情趣,qíngqù ,(N),interesting
,,5,庆幸,慶幸,qìngxìng ,(VS),fortunately
,,5,丘陵,丘陵,qiūlíng ,(N),hills
,,5,求学,求學,qiúxué ,(VA),study
,,5,求助,求助,qiúzhù ,(VA),ask for help
,,5,屈服,屈服,qūfú ,(VS),yield
,,5,趋势,趨勢,qūshì ,(N),trend
,,5,渠道,渠道,qúdào ,(N),channel
,,5,取材,取材,qŭcái ,(VS),interview
,,5,取缔,取締,qŭdì ,(VA),control
,,5,取样,取樣,qŭyàng ,(N),sampling
,,5,取悦,取悅,qŭyuè ,(VA),please
,,5,趣味,趣味,qùwèi ,(N),hobby
,,5,圈,圈,quān ,(VA),lock up
,,5,圈子,圈子,quānzi ,(N),circle
,,5,拳,拳,quán ,(M),fist
,,5,全力,全力,quánlì ,(Adv),fully
,,5,全盘,全盤,quánpán ,(Det),overall
,,5,权力,權力,quánlì ,(N),that power
,,5,权威,權威,quánwēi ,(N),authority
,,5,权益,權益,quányì ,(N),rights and interests
,,5,泉源,泉源,quányuán ,(N),source
,,5,劝导,勸導,quàndăo ,(VA),persuade
,,5,劝告,勸告,quàngào ,(N),advice
,,5,缺陷,缺陷,quēxiàn ,(N),defect
,,5,确保,確保,quèbăo ,(VA),make sure
,,5,确切,確切,quèqiè ,(VS),exact
,,5,确实,確實,quèshí ,(Adv),really
,,5,群岛,群島,qúndăo,(N),islands
,,5,群居,群居,qúnjū ,(VS),social
,,5,染料,染料,rănliào ,(N),dye
,,5,嚷,嚷,răng ,(VA),shout
,,5,饶,饒,ráo ,(VA),spoof
,,5,热潮,熱潮,rècháo ,(N),upsurge
,,5,热带,熱帶,rèdài ,(N),tropical
,,5,热量,熱量,rèliàng ,(N),calories
,,5,热水瓶,熱水瓶,rèshuǐpíng ,(N),thermos
,,5,仁爱,仁愛,rénài ,(N),love
,,5,人次,人次,réncì ,(N),number of people
,,5,人道,人道,réndào ,(N),humane
,,5,人祸,人禍,rénhuò ,(N),human disaster
,,5,人际,人際,rénjì,(N),people
,,5,人情,人情,rénqíng ,(N),personality
,,5,人群,人群,rénqún ,(N),crowd
,,5,人士,人士,rénshì ,(N),person
,,5,人手,人手,rénshǒu ,(N),manpower
,,5,人选,人選,rénxuăn ,(N),person
,,5,人造,人造,rénzào ,(VS),artificiality
,,5,忍痛,忍痛,rěntòng ,(VS),reluctantly
,,5,任,任,rèn ,(M),appoint
,,5,任期,任期,rènqí ,(N),term of office
,,5,任意,任意,rènyì ,(VS),arbitrarily
,,5,认错,認錯,rèncuò ,(VA),admit a mistake
,,5,认定,認定,rèndìng ,(VA),determine
,,5,日程,日程,rìchéng ,(N),schedule
,,5,日光灯,日光燈,rìguāngdēng ,(N),fluorescent lamp
,,5,日益,日益,rìyì ,(Adv),increasingly
,,5,容,容,róng ,(VA),allow
,,5,容量,容量,róngliàng ,(N),capacity
,,5,容纳,容納,róngnà ,(VS),accommodate
,,5,容器,容器,róngqì ,(N),container
,,5,容许,容許,róngxŭ ,(VA),allow
,,5,溶,溶,róng ,(VS),dissolved
,,5,溶化,溶化,rónghuà ,(VS),melt
,,5,融合,融合,rónghé ,(VA),fusion
,,5,融洽,融洽,róngqià,(VS),harmonious
,,5,荣誉,榮譽,róngyù ,(N),honor
,,5,揉,揉,róu ,(VA),rub
,,5,柔软,柔軟,róuruăn ,(VS),soft
,,5,肉麻,肉麻,ròumá ,(VS),pork
,,5,肉体,肉體,ròutǐ ,(N),flesh
,,5,如此,如此,rúcĭ,(Adv),in this way
,,5,儒家,儒家,rújiā ,(N),confucian
,,5,入超,入超,rùchāo,(VS),overtake
,,5,入口,入口,rùkǒu ,(VA),entrance
,,5,入世,入世,rùshì ,(VS),enter the world
,,5,软弱,軟弱,ruănruò ,(VS),weak
,,5,软件,軟體,ruăntǐ ,(N),software
,,5,若,若,ruò ,(Conj),like
,,5,若干,若干,ruògān ,(Det),slightly
,,5,撒谎,撒謊,sāhuăng ,(VA),lie
,,5,撒,撒,să ,(VA),spread
,,5,洒,灑,să ,(VA),sprinkle
,,5,塞车,塞車,sāichē ,(VS),jam
,,5,赛,賽,sài ,(VA),race
,,5,散文,散文,sănwén ,(N),prose
,,5,散布/布,散布/佈,sànbù ,(VA),scatter
,,5,丧事,喪事,sāngshì ,(N),funeral
,,5,嗓子,嗓子,săngzi ,(N),voice
,,5,丧生,喪生,sàngshēng ,(VS),be killed
,,5,骚动,騷動,sāodòng ,(VA),commotion
,,5,嫂子,嫂子,săozi ,(N),sister in law
,,5,色泽,色澤,sèzé ,(N),color
,,5,刹/煞车,剎/煞車,shāchē ,(VA),brake
,,5,沙拉,沙拉,shālā ,(N),salad
,,5,沙哑,沙啞,shāyă ,(VS),hoarse
,,5,傻瓜,傻瓜,shăguā ,(N),fool
,,5,山峰,山峰,shānfēng ,(N),mountain peak
,,5,山谷,山谷,shāngŭ ,(N),valley
,,5,山脉,山脈,shānmài  ,(N),mountain
,,5,闪电,閃電,shăndiàn ,(N),lightning
,,5,闪烁,閃爍,shănshuò ,(VA),flickering
,,5,闪耀,閃耀,shănyào ,(VS),shine
,,5,擅长,擅長,shàncháng ,(VS),be good at
,,5,伤害,傷害,shānghài,(N),harm
,,5,伤口,傷口,shāngkǒu ,(N),wound
,,5,伤亡,傷亡,shāngwáng ,(VS),casualties
,,5,商榷,商榷,shāngquè ,(VA),discuss
,,5,商讨,商討,shāngtăo ,(VA),discuss
,,5,赏,賞,shăng ,(VA),award
,,5,尚,尚,shàng ,(Adv),yet
,,5,上吊,上吊,shàngdiào ,(VA),hang up
,,5,上好,上好,shànghăo ,(VS),go well
,,5,上进,上進,shàngjìn ,(VS),advance
,,5,上空,上空,shàngkōng ,(N),overwhelming
,,5,上路,上路,shànglù ,(VA),on the road
,,5,上门,上門,shàngmén ,(VA),come to the door
,,5,上司,上司,shàngsī ,(N),boss
,,5,上下,上下,shàngxià ,(N),up and down
,,5,上旬,上旬,shàngxún ,(N),early late
,,5,上演,上演,shàngyăn ,(VA),stage
,,5,上瘾,上癮,shàngyǐn ,(VS),addiction
,,5,上涨,上漲,shàngzhǎng,(VS),rise
,,5,烧香,燒香,shāoxiāng ,(VA),burn incense
,,5,奢侈,奢侈,shēchǐ ,(VS),luxury
,,5,奢望,奢望,shēwàng ,(VS),extravagance
,,5,设,設,shè ,(VA),set up
,,5,设施,設施,shèshī ,(N),facility
,,5,设想,設想,shèxiăng ,(VA),imagine
,,5,射击,射擊,shèjí ,(VA),shooting
,,5,射手,射手,shèshǒu ,(N),scorer
,,5,涉及,涉及,shèjí ,(VS),involve
,,5,涉嫌,涉嫌,shèxián ,(VS),suspected
,,5,社论,社論,shèlùn ,(N),editorial
,,5,社区,社區,shèqū,(N),community
,,5,摄取,攝取,shèqŭ ,(VA),take up
,,5,摄氏,攝氏,shèshì ,(N),celsius
,,5,摄影机,攝影機,shèyǐngjī,(N),camera
,,5,深奥,深奧,shēnào ,(VS),profound
,,5,深沉,深沉,shēnchén ,(VS),deep
,,5,深度,深度,shēndù ,(N),depth
,,5,深厚,深厚,shēnhòu ,(VS),deep
,,5,深切,深切,shēnqiè ,(VS),deep
,,5,深入,深入,shēnrù ,(VA),deepen
,,5,深造,深造,shēnzào ,(VA),further studies
,,5,身段,身段,shēnduàn ,(N),figure
,,5,身教,身教,shēnjiào ,(N),tutor
,,5,身为,身為,shēnwéi,(VA),be
,,5,身子,身子,shēnzi ,(N),body
,,5,伸张,伸張,shēnzhāng ,(VA),stretch
,,5,神,神,shén ,(VS),god
,,5,神情,神情,shénqíng ,(N),look
,,5,审核,審核,shěnhé ,(VA),review
,,5,审判,審判,shěnpàn ,(VA),trial
,,5,审慎,審慎,shěnshèn ,(VS),careful
,,5,审议,審議,shěnyì ,(VA),review
,,5,甚,甚,shèn ,(Adv),very
,,5,渗入,滲入,shènrù ,(VA),infiltrate
,,5,生词,生詞,shēngcí,(N),new words
,,5,生火,生火,shēnghuǒ ,(VA),fire
,,5,生理,生理,shēnglǐ ,(N),physiological
,,5,生平,生平,shēngpíng ,(N),life
,,5,生气,生氣,shēngqì ,(N),angry
,,5,生前,生前,shēngqián ,(N),before life
,,5,生人,生人,shēngrén ,(N),stranger
,,5,生死,生死,shēngsǐ ,(N),life and death
,,5,生态,生態,shēngtài ,(N),ecological
,,5,生物,生物,shēngwù ,(N),biology
,,5,生效,生效,shēngxiào ,(VS),take effect
,,5,生硬,生硬,shēngyìng ,(VS),stiff
,,5,生育,生育,shēngyù,(VA),give birth
,,5,生育,生育,shēngyù,(N),give birth
,,5,生殖,生殖,shēngzhí ,(VA),reproduction
,,5,升迁,升遷,shēngqiān ,(VA),promotion
,,5,升值,升值,shēngzhí ,(VS),appreciation
,,5,声称,聲稱,shēngchēng ,(VA),claim
,,5,声明,聲明,shēngmíng ,(N),statement
,,5,声势,聲勢,shēngshì ,(N),sound
,,5,省,省,shěng,(N),province
,,5,省事,省事,shěngshì ,(VS),save trouble
,,5,盛,盛,shèng ,(VA),prosperous
,,5,盛情,盛情,shèngqíng ,(N),affectionate
,,5,盛行,盛行,shèngxíng ,(VS),prevail
,,5,盛装,盛裝,shèngzhuāng ,(VS),costume
,,5,胜地,勝地,shèngdì ,(N),destination
,,5,圣贤,聖賢,shèngxián ,(N),sage
,,5,失,失,shī ,(VS),lose
,,5,失灵,失靈,shīlíng ,(VS),fault
,,5,失落,失落,shīluò ,(VS),lose
,,5,失明,失明,shīmíng ,(VS),blindness
,,5,失事,失事,shīshì ,(VS),crash
,,5,失手,失手,shīshǒu ,(VS),disappointed
,,5,失踪,失蹤,shīzōng ,(VS),missing
,,5,师范,師範,shīfàn ,(VS),teacher
,,5,施肥,施肥,shīféi ,(VA),fertilize
,,5,施行,施行,shīxíng ,(VA),enforcement
,,5,尸体,屍體,shītǐ ,(N),corpse
,,5,石膏,石膏,shígāo ,(N),plaster
,,5,十足,十足,shízú ,(VS),full
,,5,拾,拾,shí ,(VA),pickup
,,5,时差,時差,shíchā,(N),jet lag
,,5,时光,時光,shíguāng ,(N),time
,,5,时节,時節,shíjié ,(N),season
,,5,时髦,時髦,shímáo ,(VS),fashionable
,,5,时效,時效,shíxiào ,(N),aging
,,5,实地,實地,shídì ,(Adv),on the ground
,,5,实践,實踐,shíjiàn ,(VA),practice
,,5,实况,實況,shíkuàng ,(N),realistic
,,5,实例,實例,shílì ,(N),instance
,,5,实习,實習,shíxí ,(VA),practice
,,5,实证,實證,shízhèng ,(N),evidence
,,5,实质,實質,shízhí ,(N),substance
,,5,屎,屎,shǐ ,(N),shit
,,5,史料,史料,shǐliào ,(N),historical data
,,5,使唤,使喚,shǐhuàn ,(VA),handle
,,5,使节,使節,shǐjié ,(N),envoy
,,5,使劲,使勁,shǐjìn ,(VA),work hard
,,5,使命,使命,shǐmìng ,(N),mission
,,5,士兵,士兵,shìbīng ,(N),soldier
,,5,仕女,仕女,shìnǚ ,(N),lady
,,5,示范,示範,shìfàn ,(VA),demonstration
,,5,市面,市面,shìmiàn ,(N),market
,,5,市容,市容,shìróng ,(N),city
,,5,世代,世代,shìdài ,(N),generation
,,5,世间,世間,shìjiān ,(N),world
,,5,世事,世事,shìshì ,(N),world affairs
,,5,试卷,試卷,shìjuàn ,(N),test paper
,,5,试图,試圖,shìtú ,(VA),attempt
,,5,逝世,逝世,shìshì ,(VS),death
,,5,势必,勢必,shìbì ,(Adv),inevitable
,,5,事故,事故,shìgù ,(N),accident
,,5,事变,事變,shìbiàn ,(N),incident
,,5,事态,事態,shìtài ,(N),situation
,,5,事务,事務,shìwù ,(N),administrative office
,,5,事宜,事宜,shìyí ,(N),matters
,,5,释放,釋放,shìfàng ,(VA),freed
,,5,嗜好,嗜好,shìhào ,(N),preference
,,5,视为,視為,shìwéi,(VA),deepen
,,5,室友,室友,shìyǒu,(N),roommate
,,5,适宜,適宜,shìyí ,(VS),suitable
,,5,适中,適中,shìzhōng ,(VS),appropriate
,,5,收藏,收藏,shōucáng ,(VA),collect
,,5,收费,收費,shōufèi ,(VA),toll
,,5,收集,收集,shōují ,(VA),collect
,,5,收买,收買,shōumăi ,(VA),buy
,,5,收缩,收縮,shōusuō ,(VA),shrink
,,5,收听,收聽,shōutīng ,(VA),hear
,,5,收益,收益,shōuyì ,(N),income
,,5,手册,手冊,shǒucè ,(N),manual
,,5,手枪,手槍,shǒuqiāng ,(N),pistol
,,5,手势,手勢,shǒushì ,(N),gesture
,,5,守,守,shǒu,(VA),shou
,,5,守护,守護,shǒuhù ,(VA),guard
,,5,首府,首府,shǒufŭ ,(N),capital
,,5,首领,首領,shǒulǐng ,(N),leader
,,5,首席,首席,shǒuxí ,(N),chief
,,5,首饰,首飾,shǒushì ,(N),jewelry
,,5,首先,首先,shǒuxiān,(Conj),first
,,5,首长,首長,shǒuzhǎng,(N),chief
,,5,受害,受害,shòuhài ,(VS),be injured
,,5,受训,受訓,shòuxùn ,(VA),traine
,,5,售货员,售貨員,shòuhuòyuán ,(N),seller
,,5,授课,授課,shòukè ,(VA),lecture
,,5,狩猎,狩獵,shòuliè ,(VA),hunting
,,5,寿星,壽星,shòuxīng ,(N),life star
,,5,疏导,疏導,shūdăo ,(VA),dredge
,,5,疏散,疏散,shūsàn,(VA),evacuation
,,5,梳,梳,shū ,(VA),comb
,,5,书本,書本,shūběn ,(N),book
,,5,书面,書面,shūmiàn ,(N),written
,,5,书写,書寫,shūxiě ,(VA),write
,,5,舒畅,舒暢,shūchàng ,(VS),unrestrained
,,5,舒展,舒展,shūzhăn ,(VS),stretch
,,5,输血,輸血,shūxiě ,(VA),blood transfusion
,,5,束缚,束縛,shùfú ,(VA),bind
,,5,树苗,樹苗,shùmiáo ,(N),sapling
,,5,数据,數據,shùjù ,(N),data
,,5,率,率,shuài ,(VA),rate
,,5,霜,霜,shuāng ,(N),frost
,,5,双重,雙重,shuāngchóng ,(VS),double
,,5,双打,雙打,shuāngdă ,(N),double dozen
,,5,爽快,爽快,shuăngkuài ,(VS),refreshing
,,5,水道,水道,shuǐdào ,(N),water supply
,,5,水稻,水稻,shuǐdào ,(N),rice
,,5,水晶,水晶,shuǐjīng ,(N),crystal
,,5,水库,水庫,shuǐkù ,(N),reservoir
,,5,水力,水力,shuǐlì ,(N),hydropower
,,5,水泥,水泥,shuǐní ,(N),cement
,,5,水源,水源,shuǐyuán ,(N),sources of water
,,5,水蒸气,水蒸氣,shuǐzhēngqì ,(N),water vapor
,,5,睡眠,睡眠,shuìmián ,(N),sleep
,,5,顺从,順從,shùncóng,(VS),obedience
,,5,顺应,順應,shùnyìng,(VS),conform to
,,5,瞬间,瞬間,shùnjiān ,(N),moment
,,5,说谎,說謊,shuōhuăng ,(VA),lie
,,5,说笑,說笑,shuōxiào ,(VA),laugh
,,5,思潮,思潮,sīcháo ,(N),tide
,,5,思念,思念,sīniàn ,(VS),miss
,,5,思维,思維,sīwéi ,(N),thinking
,,5,丝毫,絲毫,sīháo ,(Det),slightest
,,5,司令,司令,sīlìng ,(N),commander
,,5,斯文,斯文,sīwén ,(VS),wen
,,5,私心,私心,sīxīn ,(N),selfish
,,5,赐,賜,sì ,(VA),give
,,5,似的/地,似的/地,sìde,(N),mate
,,5,松树,松樹,sōngshù ,(N),pine
,,5,怂恿,慫恿,sǒngyǒng ,(VA),encourage
,,5,搜集,搜集,sōují ,(VA),collect
,,5,俗称,俗稱,súchēng ,(VA),commonly known as
,,5,俗语,俗語,súyŭ ,(N),category
,,5,塑料,塑膠,sùjiāo ,(N),plastic
,,5,诉苦,訴苦,sùkŭ ,(VA),complain
,,5,素食,素食,sùshí ,(N),vegetarian diet
,,5,素质,素質,sùzhí ,(N),quality
,,5,算命,算命,suànmìng ,(VA),fortune
,,5,算术,算術,suànshù ,(N),arithmetic
,,5,虽说,雖說,suīshuō ,(Conj),although
,,5,随,隨,suí ,(Adv),follow
,,5,随,隨,suí ,(Prep),follow
,,5,随后,隨後,suíhòu ,(N),subsequently
,,5,随即,隨即,suíjí ,(Adv),immediately
,,5,随身,隨身,suíshēn ,(Adv),hand
,,5,随同,隨同,suítóng ,(Prep),accompanying
,,5,隧道,隧道,suìdào ,(N),tunnel
,,5,岁月,歲月,suìyuè ,(N),years
,,5,损,損,sŭn ,(VA),loss
,,5,损害,損害,sŭnhài ,(VA),damage
,,5,损坏,損壞,sŭnhuài ,(VA),damage
,,5,损伤,損傷,sŭnshāng ,(VS),damage
,,5,缩小,縮小,suōxiăo ,(VS),narrow
,,5,所得,所得,suǒdé,(N),income
,,5,所以然,所以然,suǒyǐrán ,(N),so
,,5,所在,所在,suǒzài ,(N),where
,,5,索赔,索賠,suǒpéi ,(VA),claim
,,5,琐碎,瑣碎,suǒsuì ,(VS),trivial
,,5,它,牠,tā,(N),it
,,5,他人,他人,tārén ,(N),others
,,5,塔,塔,tă ,(N),tower
,,5,踏实,踏實,tàshí ,(VS),stubborn
,,5,台,台,tái,(M),tower
,,5,台阶,台階,táijiē ,(N),steps
,,5,太极拳,太極拳,tàijíquán ,(N),tai chi
,,5,太平,太平,tàipíng ,(VS),peace
,,5,态势,態勢,tàishì ,(N),situation
,,5,贪,貪,tān ,(VS),greedy
,,5,贪心,貪心,tānxīn ,(VS),greedy
,,5,摊位,攤位,tānwèi ,(N),stall
,,5,痰,痰,tán ,(N),phlegm
,,5,谈论,談論,tánlùn ,(VA),talk
,,5,弹性,彈性,tánxìng ,(N),elasticity
,,5,坦克,坦克,tănkè ,(N),tank
,,5,坦然,坦然,tănrán ,(VS),calm
,,5,探病,探病,tànbìng ,(VA),detecting sickness
,,5,探究,探究,tànjiù ,(VA),explore
,,5,探索,探索,tànsuǒ ,(VA),explore
,,5,探望,探望,tànwàng ,(VA),visit
,,5,探险,探險,tànxiăn ,(VA),explore
,,5,汤圆,湯圓,tāngyuán ,(N),sweet dumpling
,,5,堂堂,堂堂,tángtáng ,(VS),dignified
,,5,倘若,倘若,tăngruò ,(Conj),if
,,5,陶器,陶器,táoqì ,(N),pottery
,,5,逃生,逃生,táoshēng ,(VA),escape
,,5,逃税,逃稅,táoshuì ,(VA),tax evasion
,,5,淘汰,淘汰,táotài ,(VA),disuse
,,5,套房,套房,tàofáng,(N),suite
,,5,套装,套裝,tàozhuāng ,(N),set
,,5,特此,特此,tècǐ ,(Adv),hereby
,,5,特区,特區,tèqū ,(N),special zone
,,5,特权,特權,tèquán ,(N),privilege
,,5,特约,特約,tèyuē ,(VS),special
,,5,特征,特徵,tèzhēng,(N),feature
,,5,疼爱,疼愛,téngài ,(VS),love
,,5,剔除,剔除,tīchú ,(VA),remove
,,5,啼,啼,tí ,(VA),cry
,,5,提拔,提拔,tíbá ,(VA),promoted
,,5,提倡,提倡,tíchàng ,(VA),promote
,,5,提出,提出,tíchū ,(VA),propose
,,5,提及,提及,tíjí ,(VA),refer to
,,5,提名,提名,tímíng ,(VA),nominate
,,5,提升,提升,tíshēng ,(VA),promote
,,5,提议,提議,tíyì ,(VA),proposal
,,5,体操,體操,tǐcāo ,(N),gymnastics
,,5,体格,體格,tǐgé ,(N),physique
,,5,体积,體積,tǐjī ,(N),volume
,,5,体谅,體諒,tǐliàng ,(VS),considerate
,,5,体面,體面,tǐmiàn ,(VS),decent
,,5,体系,體系,tǐxì ,(N),system
,,5,体质,體質,tǐzhí ,(N),constitution
,,5,替代,替代,tìdài ,(VS),replace
,,5,添,添,tiān ,(VA),add
,,5,天敌,天敵,tiāndí ,(N),natural enemy
,,5,天然气,天然氣,tiānránqì ,(N),natural gas
,,5,天性,天性,tiānxìng ,(N),nature
,,5,天灾,天災,tiānzāi ,(N),natural disaster
,,5,田地,田地,tiándì ,(N),field
,,5,田径,田徑,tiánjìng ,(N),track and field
,,5,甜美,甜美,tiánměi ,(VS),sweet
,,5,挑剔,挑剔,tiāotī ,(VA),discerning
,,5,调和,調和,tiáohé ,(VS),harmony
,,5,调和,調和,tiáohé ,(VA),harmony
,,5,调节,調節,tiáojié ,(VA),adjust
,,5,调皮,調皮,tiáopí ,(VS),naughty
,,5,条例,條例,tiáolì ,(N),regulations
,,5,挑战,挑戰,tiǎozhàn,(N),challenge
,,5,听写,聽寫,tīngxiě ,(VA),dictation
,,5,停顿,停頓,tíngdùn ,(VA),pause
,,5,停留,停留,tíngliú ,(VA),stay
,,5,停滞,停滯,tíngzhì ,(VA),stagnation
,,5,通,通,tōng ,(M),pass
,,5,通报,通報,tōngbào ,(VA),notify
,,5,通车,通車,tōngchē ,(VS),open to traffic
,,5,通称,通稱,tōngchēng ,(VA),be known as
,,5,通货膨胀,通貨膨脹,tōnghuòpéngzhàng ,(VS),inflation
,,5,通缉,通緝,tōngqì ,(VA),wanted
,,5,通行,通行,tōngxíng ,(VA),pass
,,5,通用,通用,tōngyòng ,(VS),universal
,,5,同伴,同伴,tóngbàn ,(N),companion
,,5,同化,同化,tónghuà ,(VA),assimilation
,,5,同乡,同鄉,tóngxiāng ,(N),fellow
,,5,同心,同心,tóngxīn ,(VS),concentric
,,5,同性恋,同性戀,tóngxìngliàn ,(N),homosexuality
,,5,同业,同業,tóngyè ,(N),peer
,,5,统计,統計,tǒngjì,(N),statistics
,,5,统统,統統,tǒngtǒng ,(Adv),all
,,5,统制,統制,tǒngzhì ,(VA),control
,,5,痛恨,痛恨,tònghèn ,(VS),hate
,,5,偷渡,偷渡,tōudù ,(VA),sneak
,,5,偷懒,偷懶,tōulăn ,(VS),be lazy
,,5,投保,投保,tóubăo ,(VA),inside
,,5,投机,投機,tóujī ,(VS),speculation
,,5,投入,投入,tóurù ,(VS),invest
,,5,透明,透明,tòumíng ,(VS),transparent
,,5,徒弟,徒弟,túdì ,(N),apprentice
,,5,突击,突擊,tújí ,(VA),assault
,,5,突兀,突兀,túwù ,(VS),unexpected
,,5,涂,塗,tú ,(VA),coat
,,5,图,圖,tú ,(VA),picture
,,5,图表,圖表,túbiǎo,(N),chart
,,5,图画,圖畫,túhuà ,(N),picture
,,5,图腾,圖騰,túténg ,(N),totem
,,5,土壤,土壤,tŭrăng ,(N),soil
,,5,团,團,tuán,(M),group
,,5,团聚,團聚,tuánjù ,(VS),reunion
,,5,团员,團員,tuányuán ,(N),member
,,5,推测,推測,tuīcè ,(VA),speculation
,,5,推崇,推崇,tuīchóng ,(VS),admire
,,5,推出,推出,tuīchū ,(VA),roll out
,,5,推选,推選,tuīxuăn ,(VA),select
,,5,退化,退化,tuìhuà ,(VS),degenerate
,,5,吞吞吐吐,吞吞吐吐,tūntūntŭtŭ ,(VA),spit
,,5,托,托,tuō ,(VA),entrust
,,5,拖,拖,tuō ,(VA),drag
,,5,拖累,拖累,tuōlèi ,(VA),drag
,,5,拖延,拖延,tuōyán ,(VS),procrastination
,,5,脱身,脫身,tuōshēn ,(VS),get out of
,,5,脱手,脫手,tuōshǒu ,(VA),take off
,,5,瓦斯,瓦斯,wăsī ,(N),gas
,,5,外表,外表,wàibiǎo,(N),exterior
,,5,外号,外號,wàihào ,(N),nickname
,,5,外力,外力,wàilì ,(N),external force
,,5,外贸,外貿,wàimào ,(N),foreign trade
,,5,外线,外線,wàixiàn ,(N),outer rays
,,5,外销,外銷,wàixiāo ,(VA),export
,,5,外遇,外遇,wàiyù ,(N),affair
,,5,外在,外在,wàizài ,(N),external
,,5,外资,外資,wàizī ,(N),foreign investment
,,5,外祖父,外祖父,wàizŭfù ,(N),grandfather
,,5,外祖母,外祖母,wàizŭmŭ ,(N),grandmother
,,5,弯曲,彎曲,wānqū ,(VS),bending
,,5,完备,完備,wánbèi ,(VS),complete
,,5,完美,完美,wánměi,(VS),perfect
,,5,玩弄,玩弄,wánnòng ,(VA),play
,,5,顽强,頑強,wánqiáng ,(VS),tenacious
,,5,挽,挽,wăn ,(VA),pull
,,5,挽救,挽救,wănjiù ,(VA),save
,,5,万分,萬分,wànfēn ,(Adv),extremely
,,5,万事,萬事,wànshì,(N),everything
,,5,万岁,萬歲,wànsuì ,(VS),long live
,,5,万万,萬萬,wànwàn ,(Adv),absolutely
,,5,万物,萬物,wànwù ,(N),all things
,,5,惋惜,惋惜,wànxí ,(VS),regret
,,5,亡国,亡國,wángguó ,(VS),dead country
,,5,往来,往來,wănglái ,(VA),contacts
,,5,旺季,旺季,wàngjì ,(N),peak season
,,5,旺盛,旺盛,wàngshèng ,(VS),exuberant
,,5,威风,威風,wēifēng ,(VS),prestige
,,5,威力,威力,wēilì ,(N),power
,,5,萎缩,萎縮,wēisuō,(VS),atrophy
,,5,为,為,wéi ,(VA),for
,,5,为人,為人,wéirén,(N),be
,,5,为生,為生,wéishēng ,(VS),live
,,5,为首,為首,wéishǒu ,(VS),headed by
,,5,为止,為止,wéizhǐ,(N),until
,,5,违背,違背,wéibèi ,(VS),violate
,,5,违约,違約,wéiyuē ,(VA),default
,,5,危害,危害,wéihài ,(VA),harm
,,5,围巾,圍巾,wéijīn ,(N),scarf
,,5,围墙,圍牆,wéiqiáng ,(N),wall
,,5,围绕,圍繞,wéirào ,(VA),around
,,5,微弱,微弱,wéiruò ,(VS),weak
,,5,微小,微小,wéixiăo ,(VS),small
,,5,维生素,維生素,wéishēngsù ,(N),vitamin
,,5,胃,胃,wèi ,(N),stomach
,,5,胃口,胃口,wèikǒu ,(N),appetite
,,5,未必,未必,wèibì ,(Adv),not necessarily
,,5,未婚夫,未婚夫,wèihūnfū ,(N),fiancé
,,5,未婚妻,未婚妻,wèihūnqī ,(N),fiancée
,,5,未免,未免,wèimiăn ,(Adv),unavoidable
,,5,卫生,衛生,wèishēng,(N),health
,,5,温,溫,wēn ,(VS),temperature
,,5,温带,溫帶,wēndài ,(N),temperate zone
,,5,温泉,溫泉,wēnquán ,(N),spa
,,5,温习,溫習,wēnxí ,(VA),review
,,5,温驯,溫馴,wēnxún ,(VS),tame
,,5,瘟疫,瘟疫,wēnyì ,(N),plague
,,5,文明,文明,wénmíng,(N),civilization
,,5,文坛,文壇,wéntán ,(N),literary world
,,5,文献,文獻,wénxiàn ,(N),literature
,,5,闻名,聞名,wénmíng ,(VS),famous
,,5,稳健,穩健,wěnjiàn ,(VS),steady
,,5,紊乱,紊亂,wènluàn ,(VS),disorder
,,5,问世,問世,wènshì ,(VA),come out
,,5,卧,臥,wò ,(VA),stand
,,5,乌龟,烏龜,wūguī ,(N),turtle
,,5,乌龙茶,烏龍茶,wūlóngchá ,(N),oolong tea
,,5,乌鸦,烏鴉,wūyā ,(N),crow
